# Or's compilation of empirically constrained SFR(z) curves
# using a diet-Salpeter IMF
# (1) - redshift 
# (2) - Yuksel+ 08 
# (3) - Bouwens+ 10 without dust correction
# (4) - Bouwens+ 10 with dust correction
# (5) - Oda+. 08, lower limit
# (6) - Oda+ 08, upper limit
# (7) - Hopkins & Beacom 06 (Cole+ 01 fit)
# (8) - Giavalisco+ 04
# (9) - Behroozi+ 13
#    z               Y08        B10raw             B10corr       oda08lowlim    oda08uplim        HB06           G04               B13
   3.2300000e+00   1.5013794e-01   4.0457591e-02   9.7786661e-02   3.2116863e-02   2.8448000e-01   1.6159382e-01   1.5563687e-01   8.5075378e-02
   3.2400000e+00   1.5003162e-01   4.0188138e-02   9.6867404e-02   3.1965547e-02   2.8448000e-01   1.6082178e-01   1.5550188e-01   8.4612801e-02
   3.2500000e+00   1.4992563e-01   3.9921108e-02   9.5958923e-02   3.1815298e-02   2.8448000e-01   1.6004518e-01   1.5536537e-01   8.4152510e-02
   3.2600000e+00   1.4981996e-01   3.9656473e-02   9.5061068e-02   3.1666106e-02   2.8448000e-01   1.5926420e-01   1.5522735e-01   8.3694502e-02
   3.2700000e+00   1.4971461e-01   3.9394208e-02   9.4173690e-02   3.1517961e-02   2.8448000e-01   1.5847902e-01   1.5508785e-01   8.3238772e-02
   3.2800000e+00   1.4960959e-01   3.9134284e-02   9.3296641e-02   3.1370852e-02   2.8448000e-01   1.5768981e-01   1.5494689e-01   8.2785318e-02
   3.2900000e+00   1.4950488e-01   3.8876675e-02   9.2429780e-02   3.1224772e-02   2.8448000e-01   1.5689675e-01   1.5480449e-01   8.2334133e-02
   3.3000000e+00   1.4940049e-01   3.8621357e-02   9.1572962e-02   3.1079709e-02   2.8448000e-01   1.5610000e-01   1.5466068e-01   8.1885214e-02
   3.3100000e+00   1.4929641e-01   3.8368302e-02   9.0726051e-02   3.0935655e-02   2.8448000e-01   1.5529974e-01   1.5451548e-01   8.1438556e-02
   3.3200000e+00   1.4919265e-01   3.8117486e-02   8.9888907e-02   3.0792600e-02   2.8448000e-01   1.5449615e-01   1.5436890e-01   8.0994153e-02
   3.3300000e+00   1.4908920e-01   3.7868884e-02   8.9061397e-02   3.0650535e-02   2.8448000e-01   1.5368939e-01   1.5422097e-01   8.0552001e-02
   3.3400000e+00   1.4898606e-01   3.7622471e-02   8.8243387e-02   3.0509451e-02   2.8448000e-01   1.5287963e-01   1.5407171e-01   8.0112094e-02
   3.3500000e+00   1.4888323e-01   3.7378224e-02   8.7434747e-02   3.0369339e-02   2.8448000e-01   1.5206704e-01   1.5392115e-01   7.9674426e-02
   3.3600000e+00   1.4878071e-01   3.7136117e-02   8.6635349e-02   3.0230190e-02   2.8448000e-01   1.5125178e-01   1.5376929e-01   7.9238991e-02
   3.3700000e+00   1.4867849e-01   3.6896128e-02   8.5845066e-02   3.0091995e-02   2.8448000e-01   1.5043402e-01   1.5361616e-01   7.8805783e-02
   3.3800000e+00   1.4857657e-01   3.6658233e-02   8.5063773e-02   2.9954746e-02   2.8448000e-01   1.4961393e-01   1.5346178e-01   7.8374796e-02
   3.3900000e+00   1.4847496e-01   3.6422409e-02   8.4291349e-02   2.9818433e-02   2.8448000e-01   1.4879166e-01   1.5330618e-01   7.7946023e-02
   3.4000000e+00   1.4837364e-01   3.6188633e-02   8.3527673e-02   2.9683049e-02   2.8448000e-01   1.4796737e-01   1.5314936e-01   7.7519459e-02
   3.4100000e+00   1.4827263e-01   3.5956884e-02   8.2772625e-02   2.9548584e-02   2.8448000e-01   1.4714122e-01   1.5299136e-01   7.7095095e-02
   3.4200000e+00   1.4817191e-01   3.5727138e-02   8.2026090e-02   2.9415032e-02   2.8448000e-01   1.4631338e-01   1.5283218e-01   7.6672926e-02
   3.4300000e+00   1.4807149e-01   3.5499375e-02   8.1287952e-02   2.9282382e-02   2.8448000e-01   1.4548399e-01   1.5267185e-01   7.6252944e-02
   3.4400000e+00   1.4797136e-01   3.5273573e-02   8.0558098e-02   2.9150628e-02   2.8448000e-01   1.4465320e-01   1.5251039e-01   7.5835142e-02
   3.4500000e+00   1.4787153e-01   3.5049710e-02   7.9836418e-02   2.9019761e-02   2.8448000e-01   1.4382118e-01   1.5234781e-01   7.5419513e-02
   3.4600000e+00   1.4777198e-01   3.4827765e-02   7.9122801e-02   2.8889774e-02   2.8448000e-01   1.4298806e-01   1.5218413e-01   7.5006049e-02
   3.4700000e+00   1.4767273e-01   3.4607718e-02   7.8417139e-02   2.8760658e-02   2.8448000e-01   1.4215399e-01   1.5201938e-01   7.4594744e-02
   3.4800000e+00   1.4757376e-01   3.4389549e-02   7.7719327e-02   2.8632405e-02   2.8448000e-01   1.4131912e-01   1.5185356e-01   7.4185588e-02
   3.4900000e+00   1.4747509e-01   3.4173236e-02   7.7029259e-02   2.8505009e-02   2.8448000e-01   1.4048360e-01   1.5168670e-01   7.3778576e-02
   3.5000000e+00   1.4737669e-01   3.3958761e-02   7.6346834e-02   2.8378460e-02   2.8448000e-01   1.3964756e-01   1.5151882e-01   7.3373698e-02
   3.5100000e+00   1.4727858e-01   3.3746104e-02   7.5671949e-02   2.8252753e-02   2.8448000e-01   1.3881114e-01   1.5134993e-01   7.2970947e-02
   3.5200000e+00   1.4718076e-01   3.3535245e-02   7.5004505e-02   2.8127879e-02   2.8448000e-01   1.3797448e-01   1.5118005e-01   7.2570315e-02
   3.5300000e+00   1.4708321e-01   3.3326165e-02   7.4344403e-02   2.8003831e-02   2.8448000e-01   1.3713772e-01   1.5100919e-01   7.2171793e-02
   3.5400000e+00   1.4698594e-01   3.3118846e-02   7.3691547e-02   2.7880602e-02   2.8448000e-01   1.3630098e-01   1.5083738e-01   7.1775375e-02
   3.5500000e+00   1.4688895e-01   3.2913268e-02   7.3045842e-02   2.7758185e-02   2.8448000e-01   1.3546440e-01   1.5066463e-01   7.1381051e-02
   3.5600000e+00   1.4679224e-01   3.2709413e-02   7.2407194e-02   2.7636572e-02   2.8448000e-01   1.3462810e-01   1.5049095e-01   7.0988813e-02
   3.5700000e+00   1.4669581e-01   3.2507263e-02   7.1775510e-02   2.7515757e-02   2.8448000e-01   1.3379222e-01   1.5031637e-01   7.0598653e-02
   3.5800000e+00   1.4659964e-01   3.2306801e-02   7.1150700e-02   2.7395732e-02   2.8448000e-01   1.3295686e-01   1.5014089e-01   7.0210563e-02
   3.5900000e+00   1.4650375e-01   3.2108007e-02   7.0532673e-02   2.7276490e-02   2.8448000e-01   1.3212217e-01   1.4996454e-01   6.9824534e-02
   3.6000000e+00   1.4640814e-01   3.1910866e-02   6.9921343e-02   2.7158026e-02   2.8448000e-01   1.3128825e-01   1.4978733e-01   6.9440557e-02
   3.6100000e+00   1.4631279e-01   3.1715359e-02   6.9316621e-02   2.7040331e-02   2.8448000e-01   1.3045522e-01   1.4960928e-01   6.9058624e-02
   3.6200000e+00   1.4621771e-01   3.1521470e-02   6.8718423e-02   2.6923400e-02   2.8448000e-01   1.2962320e-01   1.4943039e-01   6.8678726e-02
   3.6300000e+00   1.4612289e-01   3.1329182e-02   6.8126664e-02   2.6807226e-02   2.8448000e-01   1.2879230e-01   1.4925070e-01   6.8300855e-02
   3.6400000e+00   1.4602835e-01   3.1138477e-02   6.7541261e-02   2.6691802e-02   2.8448000e-01   1.2796263e-01   1.4907020e-01   6.7925002e-02
   3.6500000e+00   1.4593406e-01   3.0949340e-02   6.6962132e-02   2.6577122e-02   2.8448000e-01   1.2713429e-01   1.4888892e-01   6.7551158e-02
   3.6600000e+00   1.4584004e-01   3.0761755e-02   6.6389198e-02   2.6463180e-02   2.8448000e-01   1.2630740e-01   1.4870687e-01   6.7179315e-02
   3.6700000e+00   1.4574629e-01   3.0575705e-02   6.5822377e-02   2.6349968e-02   2.8448000e-01   1.2548205e-01   1.4852407e-01   6.6809464e-02
   3.6800000e+00   1.4565279e-01   3.0391175e-02   6.5261594e-02   2.6237482e-02   2.8448000e-01   1.2465834e-01   1.4834053e-01   6.6441595e-02
   3.6900000e+00   1.4555955e-01   3.0208149e-02   6.4706769e-02   2.6125714e-02   2.8448000e-01   1.2383638e-01   1.4815626e-01   6.6075700e-02
   3.7000000e+00   1.4546657e-01   3.0026611e-02   6.4157828e-02   2.6014659e-02   2.8448000e-01   1.2301626e-01   1.4797128e-01   6.5711771e-02
   3.7100000e+00   1.4537385e-01   2.9846547e-02   6.3614696e-02   2.5904311e-02   2.8448000e-01   1.2219808e-01   1.4778560e-01   6.5349798e-02
   3.7200000e+00   1.4528138e-01   2.9667940e-02   6.3077299e-02   2.5794663e-02   2.8448000e-01   1.2138192e-01   1.4759924e-01   6.4989772e-02
   3.7300000e+00   1.4518917e-01   2.9490778e-02   6.2545565e-02   2.5685710e-02   2.8448000e-01   1.2056787e-01   1.4741221e-01   6.4631684e-02
   3.7400000e+00   1.4509721e-01   2.9315044e-02   6.2019423e-02   2.5577446e-02   2.8448000e-01   1.1975603e-01   1.4722452e-01   6.4275527e-02
   3.7500000e+00   1.4500550e-01   2.9140724e-02   6.1498801e-02   2.5469865e-02   2.8448000e-01   1.1894648e-01   1.4703619e-01   6.3921289e-02
   3.7600000e+00   1.4491404e-01   2.8967804e-02   6.0983630e-02   2.5362961e-02   2.8448000e-01   1.1813929e-01   1.4684722e-01   6.3568964e-02
   3.7700000e+00   1.4482284e-01   2.8796270e-02   6.0473843e-02   2.5256729e-02   2.8448000e-01   1.1733456e-01   1.4665764e-01   6.3218541e-02
   3.7800000e+00   1.4473188e-01   2.8626108e-02   5.9969372e-02   2.5151163e-02   2.8448000e-01   1.1653235e-01   1.4646746e-01   6.2870012e-02
   3.7900000e+00   1.4464116e-01   2.8457304e-02   5.9470150e-02   2.5046257e-02   2.8448000e-01   1.1573275e-01   1.4627668e-01   6.2523368e-02
   3.8000000e+00   1.4455070e-01   2.8289844e-02   5.8976112e-02   2.4942006e-02   2.8448000e-01   1.1493582e-01   1.4608532e-01   6.2178599e-02
   3.8100000e+00   1.4446047e-01   2.8123715e-02   5.8487193e-02   2.4838405e-02   2.8448000e-01   1.1414165e-01   1.4589340e-01   6.1835698e-02
   3.8200000e+00   1.4437050e-01   2.7958904e-02   5.8003331e-02   2.4735448e-02   2.8448000e-01   1.1335030e-01   1.4570092e-01   6.1494654e-02
   3.8300000e+00   1.4428076e-01   2.7795397e-02   5.7524462e-02   2.4633130e-02   2.8448000e-01   1.1256183e-01   1.4550790e-01   6.1155459e-02
   3.8400000e+00   1.4419126e-01   2.7633181e-02   5.7050524e-02   2.4531445e-02   2.8448000e-01   1.1177631e-01   1.4531435e-01   6.0818104e-02
   3.8500000e+00   1.4410201e-01   2.7472244e-02   5.6581458e-02   2.4430389e-02   2.8448000e-01   1.1099381e-01   1.4512028e-01   6.0482581e-02
   3.8600000e+00   1.4401299e-01   2.7312573e-02   5.6117202e-02   2.4329956e-02   2.8448000e-01   1.1021439e-01   1.4492570e-01   6.0148879e-02
   3.8700000e+00   1.4392422e-01   2.7154155e-02   5.5657698e-02   2.4230141e-02   2.8448000e-01   1.0943811e-01   1.4473062e-01   5.9816991e-02
   3.8800000e+00   1.4383567e-01   2.6996978e-02   5.5202888e-02   2.4130939e-02   2.8448000e-01   1.0866501e-01   1.4453507e-01   5.9486906e-02
   3.8900000e+00   1.4374737e-01   2.6841030e-02   5.4752714e-02   2.4032344e-02   2.8448000e-01   1.0789517e-01   1.4433903e-01   5.9158618e-02
   3.9000000e+00   1.4365930e-01   2.6686299e-02   5.4307119e-02   2.3934353e-02   2.8448000e-01   1.0712863e-01   1.4414254e-01   5.8832115e-02
   3.9100000e+00   1.4357146e-01   2.6532772e-02   5.3866048e-02   2.3836960e-02   2.8448000e-01   1.0636544e-01   1.4394560e-01   5.8507391e-02
   3.9200000e+00   1.4348385e-01   2.6380439e-02   5.3429446e-02   2.3740161e-02   2.8448000e-01   1.0560565e-01   1.4374821e-01   5.8184435e-02
   3.9300000e+00   1.4339648e-01   2.6229286e-02   5.2997259e-02   2.3643949e-02   2.8448000e-01   1.0484932e-01   1.4355040e-01   5.7863239e-02
   3.9400000e+00   1.4330933e-01   2.6079304e-02   5.2569433e-02   2.3548322e-02   2.8448000e-01   1.0409648e-01   1.4335217e-01   5.7543794e-02
   3.9500000e+00   1.4322242e-01   2.5930479e-02   5.2145915e-02   2.3453273e-02   2.8448000e-01   1.0334718e-01   1.4315353e-01   5.7226091e-02
   3.9600000e+00   1.4313573e-01   2.5782802e-02   5.1726653e-02   2.3358799e-02   2.8448000e-01   1.0260147e-01   1.4295449e-01   5.6910122e-02
   3.9700000e+00   1.4304927e-01   2.5636260e-02   5.1311597e-02   2.3264894e-02   2.8448000e-01   1.0185937e-01   1.4275507e-01   5.6595877e-02
   3.9800000e+00   1.4296303e-01   2.5490844e-02   5.0900695e-02   2.3171555e-02   2.8448000e-01   1.0112094e-01   1.4255527e-01   5.6283349e-02
   3.9900000e+00   1.4287702e-01   2.5346542e-02   5.0493899e-02   2.3078776e-02   2.8448000e-01   1.0038621e-01   1.4235510e-01   5.5972527e-02
   4.0000000e+00   1.4279124e-01   2.5203343e-02   5.0091158e-02   2.2986553e-02   2.8448000e-01   9.9655212e-02   1.4215458e-01   5.5663404e-02
   4.0100000e+00   1.4270567e-01   2.5061236e-02   4.9692424e-02   2.2894882e-02   2.8448000e-01   9.8927982e-02   1.4195370e-01   5.5355971e-02
   4.0200000e+00   1.4262033e-01   2.4920212e-02   4.9297650e-02   2.2803758e-02   2.8448000e-01   9.8204551e-02   1.4175249e-01   5.5050220e-02
   4.0300000e+00   1.4253521e-01   2.4780260e-02   4.8906789e-02   2.2713177e-02   2.8448000e-01   9.7484951e-02   1.4155095e-01   5.4746140e-02
   4.0400000e+00   1.4245031e-01   2.4641369e-02   4.8519793e-02   2.2623135e-02   2.8448000e-01   9.6769209e-02   1.4134909e-01   5.4443725e-02
   4.0500000e+00   1.4236563e-01   2.4503530e-02   4.8136618e-02   2.2533627e-02   2.8448000e-01   9.6057354e-02   1.4114693e-01   5.4142965e-02
   4.0600000e+00   1.4228116e-01   2.4366732e-02   4.7757218e-02   2.2444649e-02   2.8448000e-01   9.5349411e-02   1.4094446e-01   5.3843852e-02
   4.0700000e+00   1.4219691e-01   2.4230966e-02   4.7381548e-02   2.2356198e-02   2.8448000e-01   9.4645405e-02   1.4074170e-01   5.3546378e-02
   4.0800000e+00   1.4211288e-01   2.4096222e-02   4.7009565e-02   2.2268268e-02   2.8448000e-01   9.3945358e-02   1.4053866e-01   5.3250533e-02
   4.0900000e+00   1.4202906e-01   2.3962489e-02   4.6641226e-02   2.2180856e-02   2.8448000e-01   9.3249292e-02   1.4033534e-01   5.2956309e-02
   4.1000000e+00   1.4194546e-01   2.3829759e-02   4.6276487e-02   2.2093957e-02   2.8448000e-01   9.2557227e-02   1.4013176e-01   5.2663698e-02
   4.1100000e+00   1.4186207e-01   2.3698023e-02   4.5915306e-02   2.2007568e-02   2.8448000e-01   9.1869182e-02   1.3992793e-01   5.2372692e-02
   4.1200000e+00   1.4177889e-01   2.3567269e-02   4.5557642e-02   2.1921685e-02   2.8448000e-01   9.1185174e-02   1.3972385e-01   5.2083282e-02
   4.1300000e+00   1.4169592e-01   2.3437491e-02   4.5203455e-02   2.1836304e-02   2.8448000e-01   9.0505219e-02   1.3951953e-01   5.1795459e-02
   4.1400000e+00   1.4161316e-01   2.3308677e-02   4.4852702e-02   2.1751420e-02   2.8448000e-01   8.9829332e-02   1.3931497e-01   5.1509216e-02
   4.1500000e+00   1.4153061e-01   2.3180820e-02   4.4505345e-02   2.1667031e-02   2.8448000e-01   8.9157527e-02   1.3911020e-01   5.1224544e-02
   4.1600000e+00   1.4144827e-01   2.3053910e-02   4.4161344e-02   2.1583131e-02   2.8448000e-01   8.8489816e-02   1.3890521e-01   5.0941435e-02
   4.1700000e+00   1.4136614e-01   2.2927939e-02   4.3820660e-02   2.1499718e-02   2.8448000e-01   8.7826210e-02   1.3870002e-01   5.0659881e-02
   4.1800000e+00   1.4128421e-01   2.2802898e-02   4.3483255e-02   2.1416788e-02   2.8448000e-01   8.7166719e-02   1.3849462e-01   5.0379873e-02
   4.1900000e+00   1.4120249e-01   2.2678777e-02   4.3149091e-02   2.1334337e-02   2.8448000e-01   8.6511352e-02   1.3828904e-01   5.0101403e-02
   4.2000000e+00   1.4112097e-01   2.2555569e-02   4.2818132e-02   2.1252360e-02   2.8448000e-01   8.5860117e-02   1.3808327e-01   4.9824463e-02
   4.2100000e+00   1.4103966e-01   2.2433266e-02   4.2490339e-02   2.1170856e-02   2.8448000e-01   8.5213019e-02   1.3787733e-01   4.9549046e-02
   4.2200000e+00   1.4095854e-01   2.2311858e-02   4.2165677e-02   2.1089819e-02   2.8448000e-01   8.4570066e-02   1.3767122e-01   4.9275142e-02
   4.2300000e+00   1.4087764e-01   2.2191337e-02   4.1844110e-02   2.1009247e-02   2.8448000e-01   8.3931261e-02   1.3746495e-01   4.9002744e-02
   4.2400000e+00   1.4079693e-01   2.2071696e-02   4.1525602e-02   2.0929135e-02   2.8448000e-01   8.3296608e-02   1.3725853e-01   4.8731844e-02
   4.2500000e+00   1.4071642e-01   2.1952927e-02   4.1210119e-02   2.0849481e-02   2.8448000e-01   8.2666109e-02   1.3705197e-01   4.8462434e-02
   4.2600000e+00   1.4063611e-01   2.1835020e-02   4.0897627e-02   2.0770281e-02   2.8448000e-01   8.2039766e-02   1.3684526e-01   4.8194506e-02
   4.2700000e+00   1.4055600e-01   2.1717969e-02   4.0588091e-02   2.0691531e-02   2.8448000e-01   8.1417580e-02   1.3663843e-01   4.7928053e-02
   4.2800000e+00   1.4047608e-01   2.1601766e-02   4.0281478e-02   2.0613228e-02   2.8448000e-01   8.0799550e-02   1.3643147e-01   4.7663065e-02
   4.2900000e+00   1.4039636e-01   2.1486402e-02   3.9977755e-02   2.0535369e-02   2.8448000e-01   8.0185675e-02   1.3622439e-01   4.7399536e-02
   4.3000000e+00   1.4031684e-01   2.1371871e-02   3.9676889e-02   2.0457950e-02   2.8448000e-01   7.9575953e-02   1.3601720e-01   4.7137457e-02
   4.3100000e+00   1.4023751e-01   2.1258164e-02   3.9378848e-02   2.0380968e-02   2.8448000e-01   7.8970382e-02   1.3580991e-01   4.6876821e-02
   4.3200000e+00   1.4015838e-01   2.1145275e-02   3.9083600e-02   2.0304420e-02   2.8448000e-01   7.8368958e-02   1.3560252e-01   4.6617620e-02
   4.3300000e+00   1.4007944e-01   2.1033195e-02   3.8791114e-02   2.0228303e-02   2.8448000e-01   7.7771676e-02   1.3539504e-01   4.6359847e-02
   4.3400000e+00   1.4000069e-01   2.0921918e-02   3.8501359e-02   2.0152612e-02   2.8448000e-01   7.7178530e-02   1.3518748e-01   4.6103493e-02
   4.3500000e+00   1.3992214e-01   2.0811436e-02   3.8214304e-02   2.0077346e-02   2.8448000e-01   7.6589516e-02   1.3497984e-01   4.5848552e-02
   4.3600000e+00   1.3984377e-01   2.0701742e-02   3.7929920e-02   2.0002500e-02   2.8448000e-01   7.6004627e-02   1.3477213e-01   4.5595015e-02
   4.3700000e+00   1.3976559e-01   2.0592830e-02   3.7648176e-02   1.9928072e-02   2.8448000e-01   7.5423854e-02   1.3456435e-01   4.5342875e-02
   4.3800000e+00   1.3968761e-01   2.0484691e-02   3.7369044e-02   1.9854059e-02   2.8448000e-01   7.4847191e-02   1.3435652e-01   4.5092124e-02
   4.3900000e+00   1.3960981e-01   2.0377319e-02   3.7092493e-02   1.9780457e-02   2.8448000e-01   7.4274627e-02   1.3414863e-01   4.4842755e-02
   4.4000000e+00   1.3953220e-01   2.0270708e-02   3.6818496e-02   1.9707264e-02   2.8448000e-01   7.3706155e-02   1.3394069e-01   4.4594761e-02
   4.4100000e+00   1.3945477e-01   2.0164850e-02   3.6547025e-02   1.9634477e-02   2.8448000e-01   7.3141763e-02   1.3373272e-01   4.4348133e-02
   4.4200000e+00   1.3937753e-01   2.0059739e-02   3.6278050e-02   1.9562091e-02   2.8448000e-01   7.2581442e-02   1.3352470e-01   4.4102866e-02
   4.4300000e+00   1.3930048e-01   1.9955368e-02   3.6011546e-02   1.9490106e-02   2.8448000e-01   7.2025180e-02   1.3331666e-01   4.3858950e-02
   4.4400000e+00   1.3922361e-01   1.9851730e-02   3.5747485e-02   1.9418517e-02   2.8448000e-01   7.1472966e-02   1.3310860e-01   4.3616380e-02
   4.4500000e+00   1.3914692e-01   1.9748820e-02   3.5485839e-02   1.9347322e-02   2.8448000e-01   7.0924787e-02   1.3290052e-01   4.3375147e-02
   4.4600000e+00   1.3907042e-01   1.9646630e-02   3.5226583e-02   1.9276517e-02   2.8448000e-01   7.0380630e-02   1.3269242e-01   4.3135245e-02
   4.4700000e+00   1.3899410e-01   1.9545155e-02   3.4969690e-02   1.9206101e-02   2.8448000e-01   6.9840483e-02   1.3248432e-01   4.2896666e-02
   4.4800000e+00   1.3891796e-01   1.9444388e-02   3.4715135e-02   1.9136070e-02   2.8448000e-01   6.9304331e-02   1.3227622e-01   4.2659403e-02
   4.4900000e+00   1.3884200e-01   1.9344322e-02   3.4462891e-02   1.9066421e-02   2.8448000e-01   6.8772161e-02   1.3206812e-01   4.2423449e-02
   4.5000000e+00   1.3876622e-01   1.9244953e-02   3.4212935e-02   1.8997151e-02   2.8448000e-01   6.8243957e-02   1.3186003e-01   4.2188797e-02
   4.5100000e+00   1.3869062e-01   1.9146272e-02   3.3965240e-02   1.8928259e-02   2.8448000e-01   6.7719705e-02   1.3165195e-01   4.1955439e-02
   4.5200000e+00   1.3861519e-01   1.9048276e-02   3.3719783e-02   1.8859740e-02   2.8448000e-01   6.7199388e-02   1.3144390e-01   4.1723369e-02
   4.5300000e+00   1.3853995e-01   1.8950956e-02   3.3476540e-02   1.8791593e-02   2.8448000e-01   6.6682992e-02   1.3123586e-01   4.1492580e-02
   4.5400000e+00   1.3846488e-01   1.8854309e-02   3.3235485e-02   1.8723814e-02   2.8448000e-01   6.6170499e-02   1.3102786e-01   4.1263065e-02
   4.5500000e+00   1.3838999e-01   1.8758327e-02   3.2996597e-02   1.8656402e-02   2.8448000e-01   6.5661894e-02   1.3081989e-01   4.1034816e-02
   4.5600000e+00   1.3831527e-01   1.8663006e-02   3.2759851e-02   1.8589353e-02   2.8448000e-01   6.5157158e-02   1.3061196e-01   4.0807828e-02
   4.5700000e+00   1.3824072e-01   1.8568339e-02   3.2525225e-02   1.8522665e-02   2.8448000e-01   6.4656276e-02   1.3040407e-01   4.0582092e-02
   4.5800000e+00   1.3816635e-01   1.8474320e-02   3.2292695e-02   1.8456335e-02   2.8448000e-01   6.4159228e-02   1.3019624e-01   4.0357603e-02
   4.5900000e+00   1.3809216e-01   1.8380945e-02   3.2062240e-02   1.8390361e-02   2.8448000e-01   6.3665997e-02   1.2998845e-01   4.0134353e-02
   4.6000000e+00   1.3801813e-01   1.8288207e-02   3.1833836e-02   1.8324739e-02   2.8448000e-01   6.3176565e-02   1.2978072e-01   3.9912335e-02
   4.6100000e+00   1.3794428e-01   1.8196102e-02   3.1607463e-02   1.8259469e-02   2.8448000e-01   6.2690913e-02   1.2957306e-01   3.9691544e-02
   4.6200000e+00   1.3787060e-01   1.8104623e-02   3.1383099e-02   1.8194546e-02   2.8448000e-01   6.2209023e-02   1.2936546e-01   3.9471972e-02
   4.6300000e+00   1.3779709e-01   1.8013765e-02   3.1160722e-02   1.8129969e-02   2.8448000e-01   6.1730874e-02   1.2915794e-01   3.9253612e-02
   4.6400000e+00   1.3772375e-01   1.7923524e-02   3.0940311e-02   1.8065736e-02   2.8448000e-01   6.1256448e-02   1.2895048e-01   3.9036458e-02
   4.6500000e+00   1.3765057e-01   1.7833893e-02   3.0721845e-02   1.8001843e-02   2.8448000e-01   6.0785725e-02   1.2874311e-01   3.8820504e-02
   4.6600000e+00   1.3757757e-01   1.7744867e-02   3.0505304e-02   1.7938288e-02   2.8448000e-01   6.0318686e-02   1.2853583e-01   3.8605742e-02
   4.6700000e+00   1.3750473e-01   1.7656442e-02   3.0290668e-02   1.7875070e-02   2.8448000e-01   5.9855310e-02   1.2832863e-01   3.8392167e-02
   4.6800000e+00   1.3743206e-01   1.7568613e-02   3.0077916e-02   1.7812185e-02   2.8448000e-01   5.9395577e-02   1.2812152e-01   3.8179771e-02
   4.6900000e+00   1.3735956e-01   1.7481373e-02   2.9867029e-02   1.7749631e-02   2.8448000e-01   5.8939467e-02   1.2791451e-01   3.7968549e-02
   4.7000000e+00   1.3728722e-01   1.7394719e-02   2.9657987e-02   1.7687406e-02   2.8448000e-01   5.8486959e-02   1.2770760e-01   3.7758494e-02
   4.7100000e+00   1.3721504e-01   1.7308645e-02   2.9450770e-02   1.7625508e-02   2.8448000e-01   5.8038033e-02   1.2750079e-01   3.7549599e-02
   4.7200000e+00   1.3714303e-01   1.7223146e-02   2.9245360e-02   1.7563934e-02   2.8448000e-01   5.7592667e-02   1.2729409e-01   3.7341858e-02
   4.7300000e+00   1.3707119e-01   1.7138218e-02   2.9041738e-02   1.7502682e-02   2.8448000e-01   5.7150840e-02   1.2708751e-01   3.7135265e-02
   4.7400000e+00   1.3699950e-01   1.7053856e-02   2.8839884e-02   1.7441751e-02   2.8448000e-01   5.6712531e-02   1.2688104e-01   3.6929814e-02
   4.7500000e+00   1.3692798e-01   1.6970055e-02   2.8639782e-02   1.7381136e-02   2.8448000e-01   5.6277720e-02   1.2667469e-01   3.6725498e-02
   4.7600000e+00   1.3685662e-01   1.6886810e-02   2.8441412e-02   1.7320838e-02   2.8448000e-01   5.5846384e-02   1.2646846e-01   3.6522311e-02
   4.7700000e+00   1.3678542e-01   1.6804117e-02   2.8244756e-02   1.7260852e-02   2.8448000e-01   5.5418502e-02   1.2626236e-01   3.6320246e-02
   4.7800000e+00   1.3671438e-01   1.6721971e-02   2.8049798e-02   1.7201178e-02   2.8448000e-01   5.4994052e-02   1.2605639e-01   3.6119299e-02
   4.7900000e+00   1.3664350e-01   1.6640368e-02   2.7856518e-02   1.7141812e-02   2.8448000e-01   5.4573013e-02   1.2585055e-01   3.5919462e-02
   4.8000000e+00   1.3657278e-01   1.6559302e-02   2.7664900e-02   1.7082753e-02   2.8448000e-01   5.4155363e-02   1.2564485e-01   3.5720729e-02
   4.8100000e+00   1.3650222e-01   1.6478770e-02   2.7474928e-02   1.7023999e-02   2.8448000e-01   5.3741079e-02   1.2543929e-01   3.5523095e-02
   4.8200000e+00   1.3643182e-01   1.6398768e-02   2.7286583e-02   1.6965548e-02   2.8448000e-01   5.3330141e-02   1.2523388e-01   3.5326553e-02
   4.8300000e+00   1.3636157e-01   1.6319289e-02   2.7099849e-02   1.6907397e-02   2.8448000e-01   5.2922525e-02   1.2502861e-01   3.5131098e-02
   4.8400000e+00   1.3629148e-01   1.6240332e-02   2.6914710e-02   1.6849544e-02   2.8448000e-01   5.2518211e-02   1.2482349e-01   3.4936723e-02
   4.8500000e+00   1.3622154e-01   1.6161890e-02   2.6731149e-02   1.6791988e-02   2.8448000e-01   5.2117175e-02   1.2461853e-01   3.4743422e-02
   4.8600000e+00   1.3615176e-01   1.6083961e-02   2.6549150e-02   1.6734727e-02   2.8448000e-01   5.1719396e-02   1.2441372e-01   3.4551190e-02
   4.8700000e+00   1.3608214e-01   1.6006539e-02   2.6368698e-02   1.6677758e-02   2.8448000e-01   5.1324852e-02   1.2420907e-01   3.4360021e-02
   4.8800000e+00   1.3601267e-01   1.5929620e-02   2.6189776e-02   1.6621079e-02   2.8448000e-01   5.0933520e-02   1.2400459e-01   3.4169908e-02
   4.8900000e+00   1.3594335e-01   1.5853201e-02   2.6012369e-02   1.6564688e-02   2.8448000e-01   5.0545378e-02   1.2380027e-01   3.3980847e-02
