# Or's compilation of empirically constrained SFR(z) curves
# using a diet-Salpeter IMF
# (1) - redshift 
# (2) - Yuksel+ 08 
# (3) - Bouwens+ 10 without dust correction
# (4) - Bouwens+ 10 with dust correction
# (5) - Oda+. 08, lower limit
# (6) - Oda+ 08, upper limit
# (7) - Hopkins & Beacom 06 (Cole+ 01 fit)
# (8) - Giavalisco+ 04
# (9) - Behroozi+ 13
#    z               Y08        B10raw             B10corr       oda08lowlim    oda08uplim        HB06           G04               B13
   1.5600000e+00   1.7455029e-01   2.6843546e-02   9.4371840e-02   8.7686741e-02   2.8448000e-01   1.5101259e-01   1.3082239e-01   1.5348736e-01
   1.5700000e+00   1.7434625e-01   2.7159349e-02   9.5296142e-02   8.7005681e-02   2.8448000e-01   1.5180898e-01   1.3143139e-01   1.5388481e-01
   1.5800000e+00   1.7414325e-01   2.7477619e-02   9.6225854e-02   8.6332526e-02   2.8448000e-01   1.5260165e-01   1.3203303e-01   1.5425787e-01
   1.5900000e+00   1.7394127e-01   2.7798366e-02   9.7160987e-02   8.5667152e-02   2.8448000e-01   1.5339052e-01   1.3262730e-01   1.5460670e-01
   1.6000000e+00   1.7374030e-01   2.8121600e-02   9.8101552e-02   8.5009441e-02   2.8448000e-01   1.5417549e-01   1.3321421e-01   1.5493144e-01
   1.6100000e+00   1.7354033e-01   2.8447330e-02   9.9047559e-02   8.4359276e-02   2.8448000e-01   1.5495647e-01   1.3379377e-01   1.5523226e-01
   1.6200000e+00   1.7334135e-01   2.8775565e-02   9.9999019e-02   8.3716541e-02   2.8448000e-01   1.5573336e-01   1.3436598e-01   1.5550935e-01
   1.6300000e+00   1.7314336e-01   2.9106315e-02   1.0095594e-01   8.3081124e-02   2.8448000e-01   1.5650607e-01   1.3493085e-01   1.5576291e-01
   1.6400000e+00   1.7294634e-01   2.9439590e-02   1.0191834e-01   8.2452913e-02   2.8448000e-01   1.5727449e-01   1.3548840e-01   1.5599318e-01
   1.6500000e+00   1.7275029e-01   2.9775400e-02   1.0288622e-01   8.1831801e-02   2.8448000e-01   1.5803853e-01   1.3603863e-01   1.5620038e-01
   1.6600000e+00   1.7255521e-01   3.0113754e-02   1.0385959e-01   8.1217681e-02   2.8448000e-01   1.5879808e-01   1.3658156e-01   1.5638477e-01
   1.6700000e+00   1.7236107e-01   3.0454661e-02   1.0483847e-01   8.0610448e-02   2.8448000e-01   1.5955304e-01   1.3711721e-01   1.5654661e-01
   1.6800000e+00   1.7216788e-01   3.0798131e-02   1.0582286e-01   8.0010000e-02   2.8448000e-01   1.6030330e-01   1.3764558e-01   1.5668617e-01
   1.6900000e+00   1.7197562e-01   3.1144174e-02   1.0681278e-01   7.9416236e-02   2.8448000e-01   1.6104877e-01   1.3816671e-01   1.5680375e-01
   1.7000000e+00   1.7178428e-01   3.1492800e-02   1.0780823e-01   7.8829057e-02   2.8448000e-01   1.6178933e-01   1.3868061e-01   1.5689964e-01
   1.7100000e+00   1.7159387e-01   3.1844018e-02   1.0880923e-01   7.8248366e-02   2.8448000e-01   1.6252488e-01   1.3918731e-01   1.5697415e-01
   1.7200000e+00   1.7140437e-01   3.2197837e-02   1.0981578e-01   7.7674068e-02   2.8448000e-01   1.6325531e-01   1.3968681e-01   1.5702761e-01
   1.7300000e+00   1.7121577e-01   3.2554267e-02   1.1082791e-01   7.7106069e-02   2.8448000e-01   1.6398051e-01   1.4017915e-01   1.5706034e-01
   1.7400000e+00   1.7102807e-01   3.2913318e-02   1.1184560e-01   7.6544278e-02   2.8448000e-01   1.6470036e-01   1.4066436e-01   1.5707267e-01
   1.7500000e+00   1.7084125e-01   3.3275000e-02   1.1286889e-01   7.5988605e-02   2.8448000e-01   1.6541475e-01   1.4114245e-01   1.5706496e-01
   1.7600000e+00   1.7065532e-01   3.3639322e-02   1.1389777e-01   7.5438960e-02   2.8448000e-01   1.6612358e-01   1.4161345e-01   1.5703754e-01
   1.7700000e+00   1.7047026e-01   3.4006293e-02   1.1493226e-01   7.4895258e-02   2.8448000e-01   1.6682672e-01   1.4207740e-01   1.5699079e-01
   1.7800000e+00   1.7028607e-01   3.4375923e-02   1.1597236e-01   7.4357412e-02   2.8448000e-01   1.6752407e-01   1.4253432e-01   1.5692506e-01
   1.7900000e+00   1.7010274e-01   3.4748222e-02   1.1701809e-01   7.3825339e-02   2.8448000e-01   1.6821549e-01   1.4298423e-01   1.5684072e-01
   1.8000000e+00   1.6992025e-01   3.5123200e-02   1.1806946e-01   7.3298957e-02   2.8448000e-01   1.6890089e-01   1.4342718e-01   1.5673814e-01
   1.8100000e+00   1.6973862e-01   3.5500866e-02   1.1912648e-01   7.2778185e-02   2.8448000e-01   1.6958013e-01   1.4386319e-01   1.5661769e-01
   1.8200000e+00   1.6955782e-01   3.5881229e-02   1.2018915e-01   7.2262943e-02   2.8448000e-01   1.7025309e-01   1.4429230e-01   1.5647975e-01
   1.8300000e+00   1.6937785e-01   3.6264299e-02   1.2125750e-01   7.1753153e-02   2.8448000e-01   1.7091967e-01   1.4471454e-01   1.5632470e-01
   1.8400000e+00   1.6919871e-01   3.6650086e-02   1.2233152e-01   7.1248738e-02   2.8448000e-01   1.7157973e-01   1.4512993e-01   1.5615293e-01
   1.8500000e+00   1.6902039e-01   3.7038600e-02   1.2341122e-01   7.0749624e-02   2.8448000e-01   1.7223316e-01   1.4553853e-01   1.5596481e-01
   1.8600000e+00   1.6884288e-01   3.7429850e-02   1.2449663e-01   7.0255737e-02   2.8448000e-01   1.7287983e-01   1.4594036e-01   1.5576074e-01
   1.8700000e+00   1.6866617e-01   3.7823845e-02   1.2558774e-01   6.9767003e-02   2.8448000e-01   1.7351962e-01   1.4633546e-01   1.5554108e-01
   1.8800000e+00   1.6849026e-01   3.8220595e-02   1.2668457e-01   6.9283351e-02   2.8448000e-01   1.7415241e-01   1.4672386e-01   1.5530623e-01
   1.8900000e+00   1.6831515e-01   3.8620110e-02   1.2778713e-01   6.8804711e-02   2.8448000e-01   1.7477807e-01   1.4710561e-01   1.5505658e-01
   1.9000000e+00   1.6814082e-01   3.9022400e-02   1.2889543e-01   6.8331014e-02   2.8448000e-01   1.7539647e-01   1.4748074e-01   1.5479249e-01
   1.9100000e+00   1.6796727e-01   3.9427474e-02   1.3000947e-01   6.7862192e-02   2.8448000e-01   1.7600749e-01   1.4784929e-01   1.5451435e-01
   1.9200000e+00   1.6779449e-01   3.9835341e-02   1.3112927e-01   6.7398178e-02   2.8448000e-01   1.7661101e-01   1.4821131e-01   1.5422255e-01
   1.9300000e+00   1.6762248e-01   4.0246011e-02   1.3225484e-01   6.6938907e-02   2.8448000e-01   1.7720689e-01   1.4856682e-01   1.5391744e-01
   1.9400000e+00   1.6745124e-01   4.0659494e-02   1.3338618e-01   6.6484315e-02   2.8448000e-01   1.7779502e-01   1.4891588e-01   1.5359942e-01
   1.9500000e+00   1.6728075e-01   4.1075800e-02   1.3452331e-01   6.6034338e-02   2.8448000e-01   1.7837526e-01   1.4925852e-01   1.5326884e-01
   1.9600000e+00   1.6711100e-01   4.1494938e-02   1.3566624e-01   6.5588913e-02   2.8448000e-01   1.7894749e-01   1.4959478e-01   1.5292609e-01
   1.9700000e+00   1.6694200e-01   4.1916917e-02   1.3681497e-01   6.5147981e-02   2.8448000e-01   1.7951158e-01   1.4992470e-01   1.5257150e-01
   1.9800000e+00   1.6677374e-01   4.2341747e-02   1.3796953e-01   6.4711480e-02   2.8448000e-01   1.8006741e-01   1.5024834e-01   1.5220546e-01
   1.9900000e+00   1.6660622e-01   4.2769438e-02   1.3912990e-01   6.4279351e-02   2.8448000e-01   1.8061484e-01   1.5056572e-01   1.5182832e-01
   2.0000000e+00   1.6643942e-01   4.3200000e-02   1.4029612e-01   6.3851536e-02   2.8448000e-01   1.8115375e-01   1.5087690e-01   1.5144041e-01
   2.0100000e+00   1.6627334e-01   4.3633442e-02   1.4146817e-01   6.3427978e-02   2.8448000e-01   1.8168401e-01   1.5118192e-01   1.5104211e-01
   2.0200000e+00   1.6610797e-01   4.4069773e-02   1.4264609e-01   6.3008621e-02   2.8448000e-01   1.8220550e-01   1.5148081e-01   1.5063373e-01
   2.0300000e+00   1.6594332e-01   4.4509003e-02   1.4382987e-01   6.2593408e-02   2.8448000e-01   1.8271809e-01   1.5177363e-01   1.5021563e-01
   2.0400000e+00   1.6577937e-01   4.4951142e-02   1.4501952e-01   6.2182287e-02   2.8448000e-01   1.8322166e-01   1.5206042e-01   1.4978813e-01
   2.0500000e+00   1.6561612e-01   4.5396200e-02   1.4621506e-01   6.1775203e-02   2.8448000e-01   1.8371607e-01   1.5234122e-01   1.4935157e-01
   2.0600000e+00   1.6545357e-01   4.5844186e-02   1.4741649e-01   6.1372103e-02   2.8448000e-01   1.8420120e-01   1.5261608e-01   1.4890626e-01
   2.0700000e+00   1.6529170e-01   4.6295109e-02   1.4862383e-01   6.0972936e-02   2.8448000e-01   1.8467693e-01   1.5288504e-01   1.4845252e-01
   2.0800000e+00   1.6513052e-01   4.6748979e-02   1.4983708e-01   6.0577651e-02   2.8448000e-01   1.8514314e-01   1.5314815e-01   1.4799066e-01
   2.0900000e+00   1.6497002e-01   4.7205806e-02   1.5105625e-01   6.0186197e-02   2.8448000e-01   1.8559969e-01   1.5340545e-01   1.4752099e-01
   2.1000000e+00   1.6481019e-01   4.7665600e-02   1.5228136e-01   5.9798525e-02   2.8448000e-01   1.8604648e-01   1.5365699e-01   1.4704381e-01
   2.1100000e+00   1.6465103e-01   4.8128370e-02   1.5351241e-01   5.9414587e-02   2.8448000e-01   1.8648338e-01   1.5390281e-01   1.4655941e-01
   2.1200000e+00   1.6449253e-01   4.8594125e-02   1.5474941e-01   5.9034334e-02   2.8448000e-01   1.8691026e-01   1.5414297e-01   1.4606808e-01
   2.1300000e+00   1.6433469e-01   4.9062875e-02   1.5599237e-01   5.8657721e-02   2.8448000e-01   1.8732701e-01   1.5437750e-01   1.4557010e-01
   2.1400000e+00   1.6417751e-01   4.9534630e-02   1.5724130e-01   5.8284700e-02   2.8448000e-01   1.8773351e-01   1.5460645e-01   1.4506576e-01
   2.1500000e+00   1.6402098e-01   5.0009400e-02   1.5849621e-01   5.7915225e-02   2.8448000e-01   1.8812964e-01   1.5482987e-01   1.4455532e-01
   2.1600000e+00   1.6386509e-01   5.0487194e-02   1.5975712e-01   5.7549253e-02   2.8448000e-01   1.8851530e-01   1.5504780e-01   1.4403904e-01
   2.1700000e+00   1.6370984e-01   5.0968021e-02   1.6102402e-01   5.7186739e-02   2.8448000e-01   1.8889035e-01   1.5526029e-01   1.4351720e-01
   2.1800000e+00   1.6355523e-01   5.1451891e-02   1.6229693e-01   5.6827640e-02   2.8448000e-01   1.8925470e-01   1.5546739e-01   1.4299003e-01
   2.1900000e+00   1.6340124e-01   5.1938814e-02   1.6357586e-01   5.6471912e-02   2.8448000e-01   1.8960823e-01   1.5566914e-01   1.4245780e-01
   2.2000000e+00   1.6324789e-01   5.2428800e-02   1.6486082e-01   5.6119514e-02   2.8448000e-01   1.8995083e-01   1.5586559e-01   1.4192074e-01
   2.2100000e+00   1.6309515e-01   5.2921858e-02   1.6615182e-01   5.5770404e-02   2.8448000e-01   1.9028239e-01   1.5605678e-01   1.4137909e-01
   2.2200000e+00   1.6294303e-01   5.3417997e-02   1.6744886e-01   5.5424542e-02   2.8448000e-01   1.9060281e-01   1.5624277e-01   1.4083308e-01
   2.2300000e+00   1.6279153e-01   5.3917227e-02   1.6875196e-01   5.5081887e-02   2.8448000e-01   1.9091199e-01   1.5642359e-01   1.4028293e-01
   2.2400000e+00   1.6264063e-01   5.4419558e-02   1.7006112e-01   5.4742401e-02   2.8448000e-01   1.9120982e-01   1.5659929e-01   1.3972888e-01
   2.2500000e+00   1.6249034e-01   5.4925000e-02   1.7137636e-01   5.4406043e-02   2.8448000e-01   1.9149620e-01   1.5676993e-01   1.3917112e-01
   2.2600000e+00   1.6234065e-01   5.5433562e-02   1.7269768e-01   5.4072775e-02   2.8448000e-01   1.9177104e-01   1.5693554e-01   1.3860987e-01
   2.2700000e+00   1.6219155e-01   5.5945253e-02   1.7402510e-01   5.3742560e-02   2.8448000e-01   1.9203424e-01   1.5709617e-01   1.3804534e-01
   2.2800000e+00   1.6204305e-01   5.6460083e-02   1.7535862e-01   5.3415361e-02   2.8448000e-01   1.9228571e-01   1.5725187e-01   1.3747771e-01
   2.2900000e+00   1.6189513e-01   5.6978062e-02   1.7669825e-01   5.3091141e-02   2.8448000e-01   1.9252536e-01   1.5740268e-01   1.3690719e-01
   2.3000000e+00   1.6174780e-01   5.7499200e-02   1.7804401e-01   5.2769864e-02   2.8448000e-01   1.9275310e-01   1.5754865e-01   1.3633397e-01
   2.3100000e+00   1.6160104e-01   5.8023506e-02   1.7939589e-01   5.2451495e-02   2.8448000e-01   1.9296884e-01   1.5768983e-01   1.3575822e-01
   2.3200000e+00   1.6145486e-01   5.8550989e-02   1.8075392e-01   5.2135998e-02   2.8448000e-01   1.9317251e-01   1.5782626e-01   1.3518012e-01
   2.3300000e+00   1.6130926e-01   5.9081659e-02   1.8211809e-01   5.1823339e-02   2.8448000e-01   1.9336403e-01   1.5795798e-01   1.3459984e-01
   2.3400000e+00   1.6116422e-01   5.9615526e-02   1.8348843e-01   5.1513484e-02   2.8448000e-01   1.9354332e-01   1.5808504e-01   1.3401756e-01
   2.3500000e+00   1.6101974e-01   6.0152600e-02   1.8486493e-01   5.1206400e-02   2.8448000e-01   1.9371030e-01   1.5820749e-01   1.3343343e-01
   2.3600000e+00   1.6087582e-01   6.0692890e-02   1.8624761e-01   5.0902054e-02   2.8448000e-01   1.9386490e-01   1.5832537e-01   1.3284762e-01
   2.3700000e+00   1.6073246e-01   6.1236405e-02   1.8763647e-01   5.0600412e-02   2.8448000e-01   1.9400707e-01   1.5843873e-01   1.3226028e-01
   2.3800000e+00   1.6058965e-01   6.1783155e-02   1.8903153e-01   5.0301445e-02   2.8448000e-01   1.9413673e-01   1.5854761e-01   1.3167155e-01
   2.3900000e+00   1.6044739e-01   6.2333150e-02   1.9043280e-01   5.0005119e-02   2.8448000e-01   1.9425382e-01   1.5865205e-01   1.3108158e-01
   2.4000000e+00   1.6030567e-01   6.2886400e-02   1.9184028e-01   4.9711403e-02   2.8448000e-01   1.9435829e-01   1.5875210e-01   1.3049052e-01
   2.4100000e+00   1.6016449e-01   6.3442914e-02   1.9325398e-01   4.9420268e-02   2.8448000e-01   1.9445008e-01   1.5884781e-01   1.2989849e-01
   2.4200000e+00   1.6002385e-01   6.4002701e-02   1.9467392e-01   4.9131684e-02   2.8448000e-01   1.9452914e-01   1.5893921e-01   1.2930563e-01
   2.4300000e+00   1.5988375e-01   6.4565771e-02   1.9610010e-01   4.8845619e-02   2.8448000e-01   1.9459543e-01   1.5902636e-01   1.2871207e-01
   2.4400000e+00   1.5974417e-01   6.5132134e-02   1.9753253e-01   4.8562046e-02   2.8448000e-01   1.9464890e-01   1.5910929e-01   1.2811793e-01
   2.4500000e+00   1.5960512e-01   6.5701800e-02   1.9897121e-01   4.8280935e-02   2.8448000e-01   1.9468952e-01   1.5918805e-01   1.2752333e-01
   2.4600000e+00   1.5946660e-01   6.6274778e-02   2.0041617e-01   4.8002257e-02   2.8448000e-01   1.9471724e-01   1.5926268e-01   1.2692839e-01
   2.4700000e+00   1.5932859e-01   6.6851077e-02   2.0186740e-01   4.7725986e-02   2.8448000e-01   1.9473203e-01   1.5933323e-01   1.2633321e-01
   2.4800000e+00   1.5919110e-01   6.7430707e-02   2.0332492e-01   4.7452093e-02   2.8448000e-01   1.9473388e-01   1.5939973e-01   1.2573791e-01
   2.4900000e+00   1.5905412e-01   6.8013678e-02   2.0478874e-01   4.7180551e-02   2.8448000e-01   1.9472274e-01   1.5946224e-01   1.2514260e-01
   2.5000000e+00   1.5891765e-01   6.8600000e-02   2.0625886e-01   4.6911333e-02   2.8448000e-01   1.9469861e-01   1.5952078e-01   1.2454737e-01
   2.5100000e+00   1.5878169e-01   6.8600000e-02   2.0625886e-01   4.6644412e-02   2.8448000e-01   1.9466147e-01   1.5957541e-01   1.2395232e-01
   2.5200000e+00   1.5864623e-01   6.8049904e-02   2.0392498e-01   4.6379764e-02   2.8448000e-01   1.9461130e-01   1.5962617e-01   1.2335754e-01
   2.5300000e+00   1.5851127e-01   6.7505761e-02   2.0162402e-01   4.6117361e-02   2.8448000e-01   1.9454809e-01   1.5967310e-01   1.2276314e-01
   2.5400000e+00   1.5837681e-01   6.6967490e-02   1.9935542e-01   4.5857179e-02   2.8448000e-01   1.9447185e-01   1.5971623e-01   1.2216919e-01
   2.5500000e+00   1.5824283e-01   6.6435012e-02   1.9711863e-01   4.5599193e-02   2.8448000e-01   1.9438257e-01   1.5975562e-01   1.2157578e-01
   2.5600000e+00   1.5810935e-01   6.5908247e-02   1.9491313e-01   4.5343377e-02   2.8448000e-01   1.9428026e-01   1.5979130e-01   1.2098299e-01
   2.5700000e+00   1.5797636e-01   6.5387119e-02   1.9273839e-01   4.5089708e-02   2.8448000e-01   1.9416492e-01   1.5982331e-01   1.2039091e-01
   2.5800000e+00   1.5784384e-01   6.4871552e-02   1.9059389e-01   4.4838162e-02   2.8448000e-01   1.9403657e-01   1.5985169e-01   1.1979961e-01
   2.5900000e+00   1.5771181e-01   6.4361472e-02   1.8847914e-01   4.4588715e-02   2.8448000e-01   1.9389523e-01   1.5987649e-01   1.1920915e-01
   2.6000000e+00   1.5758026e-01   6.3856804e-02   1.8639364e-01   4.4341344e-02   2.8448000e-01   1.9374091e-01   1.5989774e-01   1.1861963e-01
   2.6100000e+00   1.5744918e-01   6.3357477e-02   1.8433690e-01   4.4096026e-02   2.8448000e-01   1.9357365e-01   1.5991549e-01   1.1803109e-01
   2.6200000e+00   1.5731857e-01   6.2863419e-02   1.8230845e-01   4.3852738e-02   2.8448000e-01   1.9339346e-01   1.5992976e-01   1.1744362e-01
   2.6300000e+00   1.5718843e-01   6.2374562e-02   1.8030783e-01   4.3611458e-02   2.8448000e-01   1.9320040e-01   1.5994061e-01   1.1685727e-01
   2.6400000e+00   1.5705875e-01   6.1890835e-02   1.7833458e-01   4.3372164e-02   2.8448000e-01   1.9299448e-01   1.5994806e-01   1.1627209e-01
   2.6500000e+00   1.5692954e-01   6.1412171e-02   1.7638824e-01   4.3134834e-02   2.8448000e-01   1.9277577e-01   1.5995217e-01   1.1568816e-01
   2.6600000e+00   1.5680079e-01   6.0938503e-02   1.7446839e-01   4.2899446e-02   2.8448000e-01   1.9254429e-01   1.5995296e-01   1.1510553e-01
   2.6700000e+00   1.5667249e-01   6.0469767e-02   1.7257458e-01   4.2665980e-02   2.8448000e-01   1.9230012e-01   1.5995048e-01   1.1452425e-01
   2.6800000e+00   1.5654464e-01   6.0005896e-02   1.7070640e-01   4.2434415e-02   2.8448000e-01   1.9204329e-01   1.5994476e-01   1.1394437e-01
   2.6900000e+00   1.5641725e-01   5.9546829e-02   1.6886344e-01   4.2204730e-02   2.8448000e-01   1.9177387e-01   1.5993585e-01   1.1336595e-01
   2.7000000e+00   1.5629031e-01   5.9092502e-02   1.6704527e-01   4.1976905e-02   2.8448000e-01   1.9149192e-01   1.5992377e-01   1.1278903e-01
   2.7100000e+00   1.5616381e-01   5.8642853e-02   1.6525151e-01   4.1750919e-02   2.8448000e-01   1.9119752e-01   1.5990856e-01   1.1221365e-01
   2.7200000e+00   1.5603775e-01   5.8197822e-02   1.6348177e-01   4.1526753e-02   2.8448000e-01   1.9089072e-01   1.5989027e-01   1.1163986e-01
   2.7300000e+00   1.5591213e-01   5.7757350e-02   1.6173565e-01   4.1304388e-02   2.8448000e-01   1.9057162e-01   1.5986893e-01   1.1106771e-01
   2.7400000e+00   1.5578695e-01   5.7321378e-02   1.6001278e-01   4.1083805e-02   2.8448000e-01   1.9024029e-01   1.5984457e-01   1.1049724e-01
   2.7500000e+00   1.5566221e-01   5.6889847e-02   1.5831279e-01   4.0864983e-02   2.8448000e-01   1.8989681e-01   1.5981723e-01   1.0992847e-01
   2.7600000e+00   1.5553789e-01   5.6462702e-02   1.5663532e-01   4.0647905e-02   2.8448000e-01   1.8954126e-01   1.5978694e-01   1.0936145e-01
   2.7700000e+00   1.5541401e-01   5.6039885e-02   1.5498001e-01   4.0432552e-02   2.8448000e-01   1.8917376e-01   1.5975375e-01   1.0879622e-01
   2.7800000e+00   1.5529055e-01   5.5621342e-02   1.5334651e-01   4.0218907e-02   2.8448000e-01   1.8879438e-01   1.5971769e-01   1.0823281e-01
   2.7900000e+00   1.5516751e-01   5.5207018e-02   1.5173447e-01   4.0006950e-02   2.8448000e-01   1.8840323e-01   1.5967878e-01   1.0767124e-01
   2.8000000e+00   1.5504490e-01   5.4796860e-02   1.5014356e-01   3.9796664e-02   2.8448000e-01   1.8800041e-01   1.5963708e-01   1.0711156e-01
   2.8100000e+00   1.5492270e-01   5.4390816e-02   1.4857344e-01   3.9588031e-02   2.8448000e-01   1.8758603e-01   1.5959260e-01   1.0655379e-01
   2.8200000e+00   1.5480092e-01   5.3988833e-02   1.4702380e-01   3.9381036e-02   2.8448000e-01   1.8716020e-01   1.5954539e-01   1.0599795e-01
   2.8300000e+00   1.5467956e-01   5.3590860e-02   1.4549430e-01   3.9175659e-02   2.8448000e-01   1.8672303e-01   1.5949547e-01   1.0544408e-01
   2.8400000e+00   1.5455861e-01   5.3196847e-02   1.4398465e-01   3.8971885e-02   2.8448000e-01   1.8627464e-01   1.5944289e-01   1.0489220e-01
   2.8500000e+00   1.5443806e-01   5.2806744e-02   1.4249452e-01   3.8769696e-02   2.8448000e-01   1.8581516e-01   1.5938767e-01   1.0434233e-01
   2.8600000e+00   1.5431792e-01   5.2420503e-02   1.4102362e-01   3.8569077e-02   2.8448000e-01   1.8534470e-01   1.5932985e-01   1.0379450e-01
   2.8700000e+00   1.5419819e-01   5.2038075e-02   1.3957165e-01   3.8370011e-02   2.8448000e-01   1.8486340e-01   1.5926946e-01   1.0324872e-01
   2.8800000e+00   1.5407885e-01   5.1659414e-02   1.3813832e-01   3.8172483e-02   2.8448000e-01   1.8437138e-01   1.5920653e-01   1.0270502e-01
   2.8900000e+00   1.5395992e-01   5.1284471e-02   1.3672335e-01   3.7976475e-02   2.8448000e-01   1.8386878e-01   1.5914110e-01   1.0216342e-01
   2.9000000e+00   1.5384138e-01   5.0913203e-02   1.3532644e-01   3.7781974e-02   2.8448000e-01   1.8335573e-01   1.5907319e-01   1.0162393e-01
   2.9100000e+00   1.5372324e-01   5.0545562e-02   1.3394733e-01   3.7588963e-02   2.8448000e-01   1.8283238e-01   1.5900284e-01   1.0108658e-01
   2.9200000e+00   1.5360549e-01   5.0181505e-02   1.3258574e-01   3.7397427e-02   2.8448000e-01   1.8229887e-01   1.5893008e-01   1.0055137e-01
   2.9300000e+00   1.5348813e-01   4.9820988e-02   1.3124141e-01   3.7207352e-02   2.8448000e-01   1.8175534e-01   1.5885494e-01   1.0001833e-01
   2.9400000e+00   1.5337116e-01   4.9463967e-02   1.2991407e-01   3.7018721e-02   2.8448000e-01   1.8120193e-01   1.5877745e-01   9.9487461e-02
   2.9500000e+00   1.5325457e-01   4.9110400e-02   1.2860347e-01   3.6831522e-02   2.8448000e-01   1.8063881e-01   1.5869764e-01   9.8958783e-02
   2.9600000e+00   1.5313836e-01   4.8760245e-02   1.2730936e-01   3.6645739e-02   2.8448000e-01   1.8006613e-01   1.5861554e-01   9.8432309e-02
   2.9700000e+00   1.5302254e-01   4.8413460e-02   1.2603149e-01   3.6461358e-02   2.8448000e-01   1.7948403e-01   1.5853119e-01   9.7908048e-02
   2.9800000e+00   1.5290710e-01   4.8070004e-02   1.2476960e-01   3.6278366e-02   2.8448000e-01   1.7889268e-01   1.5844460e-01   9.7386012e-02
   2.9900000e+00   1.5279203e-01   4.7729838e-02   1.2352348e-01   3.6096747e-02   2.8448000e-01   1.7829223e-01   1.5835582e-01   9.6866210e-02
   3.0000000e+00   1.5267733e-01   4.7392921e-02   1.2229287e-01   3.5916489e-02   2.8448000e-01   1.7768285e-01   1.5826487e-01   9.6348652e-02
   3.0100000e+00   1.5256301e-01   4.7059215e-02   1.2107754e-01   3.5737578e-02   2.8448000e-01   1.7706469e-01   1.5817177e-01   9.5833346e-02
   3.0200000e+00   1.5244906e-01   4.6728681e-02   1.1987728e-01   3.5560000e-02   2.8448000e-01   1.7643794e-01   1.5807656e-01   9.5320299e-02
   3.0300000e+00   1.5233547e-01   4.6401281e-02   1.1869185e-01   3.5383743e-02   2.8448000e-01   1.7580274e-01   1.5797926e-01   9.4809519e-02
   3.0400000e+00   1.5222225e-01   4.6076978e-02   1.1752104e-01   3.5208792e-02   2.8448000e-01   1.7515927e-01   1.5787991e-01   9.4301012e-02
   3.0500000e+00   1.5210940e-01   4.5755735e-02   1.1636463e-01   3.5035136e-02   2.8448000e-01   1.7450770e-01   1.5777853e-01   9.3794783e-02
   3.0600000e+00   1.5199691e-01   4.5437516e-02   1.1522241e-01   3.4862762e-02   2.8448000e-01   1.7384821e-01   1.5767515e-01   9.3290837e-02
   3.0700000e+00   1.5188477e-01   4.5122284e-02   1.1409417e-01   3.4691657e-02   2.8448000e-01   1.7318095e-01   1.5756980e-01   9.2789179e-02
   3.0800000e+00   1.5177300e-01   4.4810005e-02   1.1297970e-01   3.4521808e-02   2.8448000e-01   1.7250611e-01   1.5746249e-01   9.2289813e-02
   3.0900000e+00   1.5166158e-01   4.4500644e-02   1.1187881e-01   3.4353204e-02   2.8448000e-01   1.7182386e-01   1.5735327e-01   9.1792741e-02
   3.1000000e+00   1.5155051e-01   4.4194166e-02   1.1079130e-01   3.4185831e-02   2.8448000e-01   1.7113438e-01   1.5724215e-01   9.1297968e-02
   3.1100000e+00   1.5143979e-01   4.3890537e-02   1.0971697e-01   3.4019679e-02   2.8448000e-01   1.7043784e-01   1.5712917e-01   9.0805494e-02
   3.1200000e+00   1.5132943e-01   4.3589725e-02   1.0865563e-01   3.3854736e-02   2.8448000e-01   1.6973443e-01   1.5701434e-01   9.0315322e-02
   3.1300000e+00   1.5121941e-01   4.3291697e-02   1.0760709e-01   3.3690989e-02   2.8448000e-01   1.6902430e-01   1.5689769e-01   8.9827452e-02
   3.1400000e+00   1.5110974e-01   4.2996419e-02   1.0657117e-01   3.3528427e-02   2.8448000e-01   1.6830766e-01   1.5677926e-01   8.9341886e-02
   3.1500000e+00   1.5100041e-01   4.2703861e-02   1.0554768e-01   3.3367039e-02   2.8448000e-01   1.6758467e-01   1.5665906e-01   8.8858625e-02
   3.1600000e+00   1.5089142e-01   4.2413990e-02   1.0453645e-01   3.3206813e-02   2.8448000e-01   1.6685551e-01   1.5653712e-01   8.8377667e-02
   3.1700000e+00   1.5078278e-01   4.2126776e-02   1.0353731e-01   3.3047739e-02   2.8448000e-01   1.6612037e-01   1.5641347e-01   8.7899012e-02
   3.1800000e+00   1.5067447e-01   4.1842187e-02   1.0255007e-01   3.2889805e-02   2.8448000e-01   1.6537942e-01   1.5628812e-01   8.7422660e-02
   3.1900000e+00   1.5056650e-01   4.1560194e-02   1.0157457e-01   3.2733000e-02   2.8448000e-01   1.6463284e-01   1.5616111e-01   8.6948609e-02
   3.2000000e+00   1.5045886e-01   4.1280768e-02   1.0061064e-01   3.2577314e-02   2.8448000e-01   1.6388081e-01   1.5603246e-01   8.6476857e-02
   3.2100000e+00   1.5035156e-01   4.1003877e-02   9.9658123e-02   3.2422737e-02   2.8448000e-01   1.6312351e-01   1.5590218e-01   8.6007403e-02
   3.2200000e+00   1.5024458e-01   4.0729494e-02   9.8716849e-02   3.2269256e-02   2.8448000e-01   1.6236112e-01   1.5577031e-01   8.5540244e-02
